,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
3442,2016,19075.0044669733,NY.GDP.PCAP.PP.CD,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
3443,2017,20347.0347715842,NY.GDP.PCAP.PP.CD,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
3444,2018,21319.0439930804,NY.GDP.PCAP.PP.CD,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
3445,2019,22632.4420697427,NY.GDP.PCAP.PP.CD,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
3446,2020,22243.8019575334,NY.GDP.PCAP.PP.CD,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
3447,2021,23387.1322253792,NY.GDP.PCAP.PP.CD,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
3448,2016,4726.9807399501,NY.GDP.PCAP.PP.CD,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
3449,2017,4830.7505152268,NY.GDP.PCAP.PP.CD,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
3450,2018,5153.72918353,NY.GDP.PCAP.PP.CD,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
3451,2019,5432.5477272401,NY.GDP.PCAP.PP.CD,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
3452,2020,5465.0687814559,NY.GDP.PCAP.PP.CD,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
3453,2021,5939.7641364134,NY.GDP.PCAP.PP.CD,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
3454,2016,25210.9829651516,NY.GDP.PCAP.PP.CD,HRV,Croatia,Europe & Central Asia,High income,IBRD
3455,2017,27154.0846858541,NY.GDP.PCAP.PP.CD,HRV,Croatia,Europe & Central Asia,High income,IBRD
3456,2018,28877.2382842567,NY.GDP.PCAP.PP.CD,HRV,Croatia,Europe & Central Asia,High income,IBRD
3457,2019,30543.9337537029,NY.GDP.PCAP.PP.CD,HRV,Croatia,Europe & Central Asia,High income,IBRD
3458,2020,28780.316739861,NY.GDP.PCAP.PP.CD,HRV,Croatia,Europe & Central Asia,High income,IBRD
3459,2021,33800.5514794393,NY.GDP.PCAP.PP.CD,HRV,Croatia,Europe & Central Asia,High income,IBRD
3460,2016,23953.9407980132,NY.GDP.PCAP.PP.CD,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
3461,2017,24599.9378277876,NY.GDP.PCAP.PP.CD,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
3462,2018,24771.6007876732,NY.GDP.PCAP.PP.CD,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
3463,2019,24657.7626296986,NY.GDP.PCAP.PP.CD,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
3464,2020,20681.244711152,NY.GDP.PCAP.PP.CD,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
3465,2016,35719.15234375,NY.GDP.PCAP.PP.CD,CYP,Cyprus,Europe & Central Asia,High income,Not classified
3466,2017,38287.96875,NY.GDP.PCAP.PP.CD,CYP,Cyprus,Europe & Central Asia,High income,Not classified
3467,2018,40559.125,NY.GDP.PCAP.PP.CD,CYP,Cyprus,Europe & Central Asia,High income,Not classified
3468,2019,42338.87890625,NY.GDP.PCAP.PP.CD,CYP,Cyprus,Europe & Central Asia,High income,Not classified
3469,2020,39593.42578125,NY.GDP.PCAP.PP.CD,CYP,Cyprus,Europe & Central Asia,High income,Not classified
3470,2021,42556.109375,NY.GDP.PCAP.PP.CD,CYP,Cyprus,Europe & Central Asia,High income,Not classified
3471,2016,36097.7052556977,NY.GDP.PCAP.PP.CD,CZE,Czechia,Europe & Central Asia,High income,Not classified
3472,2017,38824.8879170919,NY.GDP.PCAP.PP.CD,CZE,Czechia,Europe & Central Asia,High income,Not classified
3473,2018,41135.4929835656,NY.GDP.PCAP.PP.CD,CZE,Czechia,Europe & Central Asia,High income,Not classified
3474,2019,42847.0047376207,NY.GDP.PCAP.PP.CD,CZE,Czechia,Europe & Central Asia,High income,Not classified
3475,2020,41608.0253519702,NY.GDP.PCAP.PP.CD,CZE,Czechia,Europe & Central Asia,High income,Not classified
3476,2021,44260.8564723717,NY.GDP.PCAP.PP.CD,CZE,Czechia,Europe & Central Asia,High income,Not classified
3477,2016,51976.0057060956,NY.GDP.PCAP.PP.CD,DNK,Denmark,Europe & Central Asia,High income,Not classified
3478,2017,55356.680780178,NY.GDP.PCAP.PP.CD,DNK,Denmark,Europe & Central Asia,High income,Not classified
3479,2018,57482.9623999067,NY.GDP.PCAP.PP.CD,DNK,Denmark,Europe & Central Asia,High income,Not classified
3480,2019,58700.9746656312,NY.GDP.PCAP.PP.CD,DNK,Denmark,Europe & Central Asia,High income,Not classified
3481,2020,60229.9147703017,NY.GDP.PCAP.PP.CD,DNK,Denmark,Europe & Central Asia,High income,Not classified
3482,2021,64651.2164467137,NY.GDP.PCAP.PP.CD,DNK,Denmark,Europe & Central Asia,High income,Not classified
3483,2016,4695.1009960491,NY.GDP.PCAP.PP.CD,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
3484,2017,4904.9766362957,NY.GDP.PCAP.PP.CD,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
3485,2018,5180.5969482731,NY.GDP.PCAP.PP.CD,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
3486,2019,5482.0121355717,NY.GDP.PCAP.PP.CD,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
3487,2020,5532.6821230823,NY.GDP.PCAP.PP.CD,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
3488,2021,5925.7952962121,NY.GDP.PCAP.PP.CD,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
3489,2016,11949.5340594635,NY.GDP.PCAP.PP.CD,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
3490,2017,11341.3325927629,NY.GDP.PCAP.PP.CD,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
3491,2018,11996.3663443411,NY.GDP.PCAP.PP.CD,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
3492,2019,12850.200496557,NY.GDP.PCAP.PP.CD,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
3493,2020,10818.0249446668,NY.GDP.PCAP.PP.CD,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
3494,2021,11973.8679087569,NY.GDP.PCAP.PP.CD,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
3495,2016,16109.8636711409,NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
3496,2017,16735.3644228294,NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
3497,2018,18134.9322584092,NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
3498,2019,19190.0088838377,NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
3499,2020,17934.1932525646,NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
3500,2021,20769.1808196589,NY.GDP.PCAP.PP.CD,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
3501,2016,11034.26917908,NY.GDP.PCAP.PP.CD,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
3502,2017,11617.9122190573,NY.GDP.PCAP.PP.CD,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
3503,2018,11837.959268778,NY.GDP.PCAP.PP.CD,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
3504,2019,11850.4949503501,NY.GDP.PCAP.PP.CD,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
3505,2020,10890.4566364911,NY.GDP.PCAP.PP.CD,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
3506,2021,11661.1931684907,NY.GDP.PCAP.PP.CD,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
3507,2016,11192.3730101321,NY.GDP.PCAP.PP.CD,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
3508,2017,11014.4864791744,NY.GDP.PCAP.PP.CD,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
3509,2018,11637.8785143941,NY.GDP.PCAP.PP.CD,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
3510,2019,12259.716567935,NY.GDP.PCAP.PP.CD,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
3511,2020,12605.9757372681,NY.GDP.PCAP.PP.CD,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
3512,2021,13316.2449923351,NY.GDP.PCAP.PP.CD,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
3513,2016,8038.6297942884,NY.GDP.PCAP.PP.CD,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
3514,2017,8454.0521669057,NY.GDP.PCAP.PP.CD,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
3515,2018,8821.5194573141,NY.GDP.PCAP.PP.CD,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
3516,2019,9146.5120425584,NY.GDP.PCAP.PP.CD,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
3517,2020,8419.7994379588,NY.GDP.PCAP.PP.CD,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
3518,2021,9668.7272560741,NY.GDP.PCAP.PP.CD,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
3519,2016,20458.778595283,NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
3520,2017,22550.958161123,NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
3521,2018,20873.0379596654,NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
3522,2019,19385.4136854763,NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
3523,2020,18157.5136718207,NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
3524,2021,18127.1864841393,NY.GDP.PCAP.PP.CD,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
3525,2016,31312.7522996878,NY.GDP.PCAP.PP.CD,EST,Estonia,Europe & Central Asia,High income,Not classified
3526,2017,33821.93290847,NY.GDP.PCAP.PP.CD,EST,Estonia,Europe & Central Asia,High income,Not classified
3527,2018,36249.3581462876,NY.GDP.PCAP.PP.CD,EST,Estonia,Europe & Central Asia,High income,Not classified
3528,2019,37851.3007726135,NY.GDP.PCAP.PP.CD,EST,Estonia,Europe & Central Asia,High income,Not classified
3529,2020,37645.2213607112,NY.GDP.PCAP.PP.CD,EST,Estonia,Europe & Central Asia,High income,Not classified
3530,2021,42191.5144000302,NY.GDP.PCAP.PP.CD,EST,Estonia,Europe & Central Asia,High income,Not classified
3531,2016,8705.8431696128,NY.GDP.PCAP.PP.CD,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
3532,2017,8408.0359153968,NY.GDP.PCAP.PP.CD,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
3533,2018,8725.1104431372,NY.GDP.PCAP.PP.CD,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
3534,2019,9018.1157728805,NY.GDP.PCAP.PP.CD,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
3535,2020,8865.0171375338,NY.GDP.PCAP.PP.CD,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
3536,2021,9815.8122574268,NY.GDP.PCAP.PP.CD,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
3537,2016,1878.8126819381,NY.GDP.PCAP.PP.CD,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
3538,2017,2021.5629079601,NY.GDP.PCAP.PP.CD,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
3539,2018,2153.7690813597,NY.GDP.PCAP.PP.CD,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
3540,2019,2315.1581378132,NY.GDP.PCAP.PP.CD,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
3541,2020,2422.6810259853,NY.GDP.PCAP.PP.CD,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
3542,2021,2599.7361652959,NY.GDP.PCAP.PP.CD,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
3543,2016,12631.9122008691,NY.GDP.PCAP.PP.CD,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
3544,2017,13429.3006222384,NY.GDP.PCAP.PP.CD,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
3545,2018,14176.9060216069,NY.GDP.PCAP.PP.CD,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
3546,2019,14261.8316137323,NY.GDP.PCAP.PP.CD,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
3547,2020,12158.2433075869,NY.GDP.PCAP.PP.CD,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
3548,2021,12059.7750268817,NY.GDP.PCAP.PP.CD,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
3549,2016,44934.4482077785,NY.GDP.PCAP.PP.CD,FIN,Finland,Europe & Central Asia,High income,Not classified
3550,2017,47570.133583848,NY.GDP.PCAP.PP.CD,FIN,Finland,Europe & Central Asia,High income,Not classified
3551,2018,49580.6051952837,NY.GDP.PCAP.PP.CD,FIN,Finland,Europe & Central Asia,High income,Not classified
3552,2019,50321.5396907229,NY.GDP.PCAP.PP.CD,FIN,Finland,Europe & Central Asia,High income,Not classified
3553,2020,50937.1607539726,NY.GDP.PCAP.PP.CD,FIN,Finland,Europe & Central Asia,High income,Not classified
3554,2021,55006.6453072237,NY.GDP.PCAP.PP.CD,FIN,Finland,Europe & Central Asia,High income,Not classified
3555,2016,42924.613626021,NY.GDP.PCAP.PP.CD,FRA,France,Europe & Central Asia,High income,Not classified
3556,2017,44577.0645745394,NY.GDP.PCAP.PP.CD,FRA,France,Europe & Central Asia,High income,Not classified
3557,2018,46576.6018489382,NY.GDP.PCAP.PP.CD,FRA,France,Europe & Central Asia,High income,Not classified
3558,2019,49072.3638300842,NY.GDP.PCAP.PP.CD,FRA,France,Europe & Central Asia,High income,Not classified
3559,2020,46991.1820282957,NY.GDP.PCAP.PP.CD,FRA,France,Europe & Central Asia,High income,Not classified
3560,2021,50728.667429396,NY.GDP.PCAP.PP.CD,FRA,France,Europe & Central Asia,High income,Not classified
3561,2016,14286.1897045921,NY.GDP.PCAP.PP.CD,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
3562,2017,15006.8440374987,NY.GDP.PCAP.PP.CD,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
3563,2018,15095.9268000247,NY.GDP.PCAP.PP.CD,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
3564,2019,15576.6431585415,NY.GDP.PCAP.PP.CD,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
3565,2020,15105.1343141622,NY.GDP.PCAP.PP.CD,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
3566,2021,15597.5210810635,NY.GDP.PCAP.PP.CD,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
3567,2016,2068.7478012801,NY.GDP.PCAP.PP.CD,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
3568,2017,2072.6468328421,NY.GDP.PCAP.PP.CD,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
3569,2018,2209.6342661108,NY.GDP.PCAP.PP.CD,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
3570,2019,2320.305836831,NY.GDP.PCAP.PP.CD,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
3571,2020,2276.6507082611,NY.GDP.PCAP.PP.CD,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
3572,2021,2433.8983959893,NY.GDP.PCAP.PP.CD,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
3573,2016,12858.4834001898,NY.GDP.PCAP.PP.CD,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
3574,2017,13589.7073915159,NY.GDP.PCAP.PP.CD,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
3575,2018,14593.9244791426,NY.GDP.PCAP.PP.CD,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
3576,2019,15621.8736565619,NY.GDP.PCAP.PP.CD,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
3577,2020,14731.2005947457,NY.GDP.PCAP.PP.CD,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
3578,2021,16997.1489389764,NY.GDP.PCAP.PP.CD,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
3579,2016,50579.6839299266,NY.GDP.PCAP.PP.CD,DEU,Germany,Europe & Central Asia,High income,Not classified
3580,2017,53071.4555699913,NY.GDP.PCAP.PP.CD,DEU,Germany,Europe & Central Asia,High income,Not classified
3581,2018,55235.366304833,NY.GDP.PCAP.PP.CD,DEU,Germany,Europe & Central Asia,High income,Not classified
3582,2019,55652.8874913932,NY.GDP.PCAP.PP.CD,DEU,Germany,Europe & Central Asia,High income,Not classified
3583,2020,54844.5459733622,NY.GDP.PCAP.PP.CD,DEU,Germany,Europe & Central Asia,High income,Not classified
3584,2021,57927.5900741703,NY.GDP.PCAP.PP.CD,DEU,Germany,Europe & Central Asia,High income,Not classified
3585,2016,4992.7303390535,NY.GDP.PCAP.PP.CD,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
3586,2017,5115.9067502286,NY.GDP.PCAP.PP.CD,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
3587,2018,5442.2358995067,NY.GDP.PCAP.PP.CD,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
3588,2019,5773.860981728,NY.GDP.PCAP.PP.CD,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
3589,2020,5749.6553854853,NY.GDP.PCAP.PP.CD,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
3590,2021,6178.2850654918,NY.GDP.PCAP.PP.CD,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
3591,2016,27511.8010160972,NY.GDP.PCAP.PP.CD,GRC,Greece,Europe & Central Asia,High income,Not classified
3592,2017,28604.8609402657,NY.GDP.PCAP.PP.CD,GRC,Greece,Europe & Central Asia,High income,Not classified
3593,2018,29617.5483399732,NY.GDP.PCAP.PP.CD,GRC,Greece,Europe & Central Asia,High income,Not classified
3594,2019,30356.2663953863,NY.GDP.PCAP.PP.CD,GRC,Greece,Europe & Central Asia,High income,Not classified
3595,2020,27948.6497284227,NY.GDP.PCAP.PP.CD,GRC,Greece,Europe & Central Asia,High income,Not classified
3596,2021,31295.1453325019,NY.GDP.PCAP.PP.CD,GRC,Greece,Europe & Central Asia,High income,Not classified
3597,2016,15025.683836939,NY.GDP.PCAP.PP.CD,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
3598,2017,16217.4998498411,NY.GDP.PCAP.PP.CD,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
3599,2018,17239.7456702205,NY.GDP.PCAP.PP.CD,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
3600,2019,17579.4610997556,NY.GDP.PCAP.PP.CD,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
3601,2020,15273.5403558146,NY.GDP.PCAP.PP.CD,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
3602,2021,16680.4150720476,NY.GDP.PCAP.PP.CD,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
3603,2016,8221.7464272219,NY.GDP.PCAP.PP.CD,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
3604,2017,8322.216809915,NY.GDP.PCAP.PP.CD,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
3605,2018,8664.3343202623,NY.GDP.PCAP.PP.CD,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
3606,2019,9018.5175203511,NY.GDP.PCAP.PP.CD,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
3607,2020,8852.9477432629,NY.GDP.PCAP.PP.CD,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
3608,2021,9769.2382265389,NY.GDP.PCAP.PP.CD,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
3609,2016,2078.6410032176,NY.GDP.PCAP.PP.CD,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
3610,2017,2417.8037949148,NY.GDP.PCAP.PP.CD,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
3611,2018,2559.4255452944,NY.GDP.PCAP.PP.CD,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
3612,2019,2674.6335985718,NY.GDP.PCAP.PP.CD,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
3613,2020,2754.4183836447,NY.GDP.PCAP.PP.CD,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
3614,2021,2878.5930513685,NY.GDP.PCAP.PP.CD,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
3615,2016,1746.7527459337,NY.GDP.PCAP.PP.CD,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
3616,2017,1925.2377365995,NY.GDP.PCAP.PP.CD,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
3617,2018,1947.3690949891,NY.GDP.PCAP.PP.CD,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
3618,2019,2021.1364284488,NY.GDP.PCAP.PP.CD,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
3619,2020,1948.6434006416,NY.GDP.PCAP.PP.CD,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
3620,2021,2057.100002207,NY.GDP.PCAP.PP.CD,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
3621,2016,11296.7699725276,NY.GDP.PCAP.PP.CD,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
3622,2017,12005.4051046745,NY.GDP.PCAP.PP.CD,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
3623,2018,12775.6713980142,NY.GDP.PCAP.PP.CD,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
3624,2019,13634.309590679,NY.GDP.PCAP.PP.CD,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
3625,2020,19702.974420268,NY.GDP.PCAP.PP.CD,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
3626,2021,24493.714070261,NY.GDP.PCAP.PP.CD,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
3627,2016,3084.0338344585,NY.GDP.PCAP.PP.CD,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
3628,2017,3153.2993887,NY.GDP.PCAP.PP.CD,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
3629,2018,3240.9243746958,NY.GDP.PCAP.PP.CD,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
3630,2019,3203.0377366295,NY.GDP.PCAP.PP.CD,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
3631,2020,3094.941621195,NY.GDP.PCAP.PP.CD,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
3632,2021,3127.4155712535,NY.GDP.PCAP.PP.CD,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
3633,2016,5147.2451332568,NY.GDP.PCAP.PP.CD,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
3634,2017,5561.9945421912,NY.GDP.PCAP.PP.CD,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
3635,2018,5816.0673720268,NY.GDP.PCAP.PP.CD,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
3636,2019,5978.2748278038,NY.GDP.PCAP.PP.CD,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
3637,2020,5419.7921642584,NY.GDP.PCAP.PP.CD,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
3638,2021,6252.5691347355,NY.GDP.PCAP.PP.CD,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
3639,2016,57225.0899950887,NY.GDP.PCAP.PP.CD,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
3640,2017,59842.2129961658,NY.GDP.PCAP.PP.CD,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
3641,2018,62513.955266957,NY.GDP.PCAP.PP.CD,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
3642,2019,62103.4133499859,NY.GDP.PCAP.PP.CD,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
3643,2020,58980.0110511236,NY.GDP.PCAP.PP.CD,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
3644,2021,65972.5583326576,NY.GDP.PCAP.PP.CD,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
3645,2016,27947.6376911698,NY.GDP.PCAP.PP.CD,HUN,Hungary,Europe & Central Asia,High income,Not classified
3646,2017,29501.1204204706,NY.GDP.PCAP.PP.CD,HUN,Hungary,Europe & Central Asia,High income,Not classified
3647,2018,31913.0746552476,NY.GDP.PCAP.PP.CD,HUN,Hungary,Europe & Central Asia,High income,Not classified
3648,2019,33514.9417935891,NY.GDP.PCAP.PP.CD,HUN,Hungary,Europe & Central Asia,High income,Not classified
3649,2020,33274.3476562091,NY.GDP.PCAP.PP.CD,HUN,Hungary,Europe & Central Asia,High income,Not classified
3650,2021,36752.5154278913,NY.GDP.PCAP.PP.CD,HUN,Hungary,Europe & Central Asia,High income,Not classified
3651,2016,53480.3971946764,NY.GDP.PCAP.PP.CD,ISL,Iceland,Europe & Central Asia,High income,Not classified
3652,2017,55638.4920591796,NY.GDP.PCAP.PP.CD,ISL,Iceland,Europe & Central Asia,High income,Not classified
3653,2018,57211.3003077603,NY.GDP.PCAP.PP.CD,ISL,Iceland,Europe & Central Asia,High income,Not classified
3654,2019,58290.0968315122,NY.GDP.PCAP.PP.CD,ISL,Iceland,Europe & Central Asia,High income,Not classified
3655,2020,53616.6847084842,NY.GDP.PCAP.PP.CD,ISL,Iceland,Europe & Central Asia,High income,Not classified
3656,2021,57646.4098921361,NY.GDP.PCAP.PP.CD,ISL,Iceland,Europe & Central Asia,High income,Not classified
3657,2016,5839.8648167534,NY.GDP.PCAP.PP.CD,IND,India,South Asia,Lower middle income,IBRD
3658,2017,6182.9221085744,NY.GDP.PCAP.PP.CD,IND,India,South Asia,Lower middle income,IBRD
3659,2018,6669.6227843001,NY.GDP.PCAP.PP.CD,IND,India,South Asia,Lower middle income,IBRD
3660,2019,6971.6872764783,NY.GDP.PCAP.PP.CD,IND,India,South Asia,Lower middle income,IBRD
3661,2020,6525.4280520948,NY.GDP.PCAP.PP.CD,IND,India,South Asia,Lower middle income,IBRD
3662,2021,7333.505611842,NY.GDP.PCAP.PP.CD,IND,India,South Asia,Lower middle income,IBRD
